platform,advertiser_name,creative_id,for_whom,creative_page_url
Meta Ads Library,Balcia Kindlustus,7.94355E+14,swedbank,https://www.facebook.com/ads/archive/render_ad/?id=794355282204972&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Balcia Kindlustus,2.3412E+15,swedbank,https://www.facebook.com/ads/archive/render_ad/?id=2341201463066819&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Barbora.ee,6.3801E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=638010312387948&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,9.09651E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=909650661225254&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,1.70562E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1705620990092476&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,1.45579E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1455794702306471&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,1.61486E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1614860692728119&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,1.06848E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1068477824703371&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,7.15527E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=715526694848205&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,1.53145E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1531451224905761&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,5.21249E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=521248634164987&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,1.61063E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1610633146727790&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Barbora.ee,8.67666E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=867666262277844&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Barbora.ee,1.27813E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1278128366820863&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Barbora.ee,8.61081E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=861081476803340&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Barbora.ee,9.40904E+14,prisma,https://www.facebook.com/ads/archive/render_ad/?id=940904200846455&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,1.21691E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1216906212902040&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Barbora.ee,1.65702E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1657018805299488&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Barbora.ee,1.50787E+15,prisma,https://www.facebook.com/ads/archive/render_ad/?id=1507868803233831&access_token=EAATnrmoQyC4BOyPI2UlrqFMQKk5vv6XeANCnonDt4Ho3GPZCm24pBF6XxsSP0Qh3kIdZCuPUtE6BvZBSuq1WwOhhHeZC7dnXLq9u3XRiPfzaTxZBalwm2gvQPVjbAEyHImZBEa9uHUj8yB0OSaDuDsgTaLPYzvCZCd5fnGkOLIjhAkfnRyK2nOmUnAFTlG8Ujgl
Meta Ads Library,Bonava,1.30818E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=1308175507156330&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Bonava,4.22999E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=4229994990605883&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,3.13992E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=3139918016179162&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,6.15294E+14,liven,https://www.facebook.com/ads/archive/render_ad/?id=615293607697496&access_token=EAATnrmoQyC4BPMzpZA4IBb0SXjMybbBaZAh3iKJFNiqBkucCvHUYyM1BiCwvozXjYnUzV70MsLrmdHeuwc7AP6M1pTNVggvg26dRGuCPcLwocJVlHYvqWtVlXMEZCyJQ9Y3zwKqouOI04uO8fnKsUpYu8grmDccMwtbUzDYP5HhFqB3wYpyodE7lX5JU3qEUguRSkXO
Meta Ads Library,Bonava,5.19266E+14,liven,https://www.facebook.com/ads/archive/render_ad/?id=519265657833556&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Bonava,1.38967E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=1389668076157701&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,1.21998E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=1219975176359080&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,1.90345E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=1903449370510423&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Bonava,9.45059E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=9450588968382139&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Bonava,8.95237E+14,liven,https://www.facebook.com/ads/archive/render_ad/?id=895236986776846&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,7.21415E+14,liven,https://www.facebook.com/ads/archive/render_ad/?id=721415054309872&access_token=EAATnrmoQyC4BQptmsbNRdpMvgWhT9ZCeeMMlHDkxMXfJ2nK6fMZAk2p9lKk0ofSe3VJBPuz92dPfwiAVjmS2ZCoS7xLFsfFcl3R0EZAhf5ct7tPBlrxE7lxNtKKSRD4BlK1MAuYA7zjMuXKiS0o7eOkkQsTbvvT0TMpX7WoMajScg9PKRZBs3m5KGt4Um9A8HstpDdQRr
Meta Ads Library,Bonava,4.12622E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=4126217510946685&access_token=EAATnrmoQyC4BQPVFaEdvyWfH85nc9J1azy5Q3EZCsaaFpLOAG9mEhR1mfp8tmZAxRmBf2IRN553VRRdSaWWJUedu3OFNvLi6Jf9yHmQkSryfa7HC1lnTHUoDGLJFXNS38IeFpk3ZBBnLtpERHKOgzlznywHZAnzlGFoqmGcIcZBTiOgc4ybEkN3braKPoQgJuFpHi7zrs
Meta Ads Library,Bonava,1.26122E+15,liven,https://www.facebook.com/ads/archive/render_ad/?id=1261217371948903&access_token=EAATnrmoQyC4BPMzpZA4IBb0SXjMybbBaZAh3iKJFNiqBkucCvHUYyM1BiCwvozXjYnUzV70MsLrmdHeuwc7AP6M1pTNVggvg26dRGuCPcLwocJVlHYvqWtVlXMEZCyJQ9Y3zwKqouOI04uO8fnKsUpYu8grmDccMwtbUzDYP5HhFqB3wYpyodE7lX5JU3qEUguRSkXO
Google Transparence Center,Boozt Fashion AB,CR10284357687726571521,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR10284357687726571521
Google Transparence Center,Boozt Fashion AB,CR00540513542483214337,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00540513542483214337
Google Transparence Center,Boozt Fashion AB,CR17291553056843890689,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR17291553056843890689
Google Transparence Center,Boozt Fashion AB,CR09845615371007033345,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR09845615371007033345
Google Transparence Center,Boozt Fashion AB,CR03723310327178199041,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR03723310327178199041
Google Transparence Center,Boozt Fashion AB,CR04300658488444452865,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR04300658488444452865
Google Transparence Center,Boozt Fashion AB,CR15144325835571331073,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR15144325835571331073
Google Transparence Center,Boozt Fashion AB,CR09340038793316532225,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR09340038793316532225
Google Transparence Center,Boozt Fashion AB,CR14736693135207825409,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR14736693135207825409
Google Transparence Center,Boozt Fashion AB,CR01631797078071967745,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR01631797078071967745
Google Transparence Center,Boozt Fashion AB,CR15923714979337863169,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR15923714979337863169
Google Transparence Center,Boozt Fashion AB,CR09470311868733063169,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR09470311868733063169
Google Transparence Center,Boozt Fashion AB,CR11952704817228414977,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11952704817228414977
Google Transparence Center,Boozt Fashion AB,CR03460257461632499713,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR03460257461632499713
Google Transparence Center,Boozt Fashion AB,CR09442437719960584193,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR09442437719960584193
Google Transparence Center,Boozt Fashion AB,CR12754365814556065793,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR12754365814556065793
Google Transparence Center,Boozt Fashion AB,CR04234279287848435713,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR04234279287848435713
Google Transparence Center,Boozt Fashion AB,CR03120597154213658625,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR03120597154213658625
Google Transparence Center,Boozt Fashion AB,CR00599298450625921025,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00599298450625921025
Google Transparence Center,Boozt Fashion AB,CR15516836080094543873,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR15516836080094543873
Google Transparence Center,Boozt Fashion AB,CR14325906245221875713,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR14325906245221875713
Google Transparence Center,Boozt Fashion AB,CR16100191320059936769,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16100191320059936769
Google Transparence Center,Boozt Fashion AB,CR16490605144346460161,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16490605144346460161
Google Transparence Center,Boozt Fashion AB,CR16818608472437293057,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16818608472437293057
Google Transparence Center,Boozt Fashion AB,CR06906816262513360897,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR06906816262513360897
Google Transparence Center,Boozt Fashion AB,CR02377534706397741057,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR02377534706397741057
Google Transparence Center,Boozt Fashion AB,CR07296148794423377921,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR07296148794423377921
Google Transparence Center,Boozt Fashion AB,CR03552381434935115777,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR03552381434935115777
Google Transparence Center,Boozt Fashion AB,CR00836264303291006977,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00836264303291006977
Google Transparence Center,Boozt Fashion AB,CR16841626155659296769,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16841626155659296769
Google Transparence Center,Boozt Fashion AB,CR13683531110863077377,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13683531110863077377
Google Transparence Center,Boozt Fashion AB,CR16008634359749804033,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16008634359749804033
Google Transparence Center,Boozt Fashion AB,CR10648644504397021185,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR10648644504397021185
Google Transparence Center,Boozt Fashion AB,CR13291340638994825217,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13291340638994825217
Google Transparence Center,Boozt Fashion AB,CR10718295654028804097,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR10718295654028804097
Google Transparence Center,Boozt Fashion AB,CR08642664197550768129,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08642664197550768129
Google Transparence Center,Boozt Fashion AB,CR16492748307257360385,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16492748307257360385
Google Transparence Center,Boozt Fashion AB,CR07837195101829857281,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR07837195101829857281
Google Transparence Center,Boozt Fashion AB,CR08190183483042168833,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08190183483042168833
Google Transparence Center,Boozt Fashion AB,CR08260303050397188097,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08260303050397188097
Google Transparence Center,Boozt Fashion AB,CR08640737853178904577,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08640737853178904577
Google Transparence Center,Boozt Fashion AB,CR13745398809091899393,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13745398809091899393
Google Transparence Center,Boozt Fashion AB,CR15652445446217924609,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR15652445446217924609
Google Transparence Center,Boozt Fashion AB,CR02857467185415061505,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR02857467185415061505
Google Transparence Center,Boozt Fashion AB,CR00074242615700094977,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00074242615700094977
Google Transparence Center,Boozt Fashion AB,CR11883485818616020993,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11883485818616020993
Google Transparence Center,Boozt Fashion AB,CR16243597529294307329,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16243597529294307329
Google Transparence Center,Boozt Fashion AB,CR00196998141138960385,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00196998141138960385
Google Transparence Center,Boozt Fashion AB,CR01547431275994808321,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR01547431275994808321
Google Transparence Center,Boozt Fashion AB,CR09045361327656140801,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR09045361327656140801
Google Transparence Center,Boozt Fashion AB,CR11291875926385623041,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11291875926385623041
Google Transparence Center,Boozt Fashion AB,CR16809597734129500161,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR16809597734129500161
Google Transparence Center,Boozt Fashion AB,CR17172362921196388353,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR17172362921196388353
Google Transparence Center,Boozt Fashion AB,CR00462583886338064385,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR00462583886338064385
Google Transparence Center,Boozt Fashion AB,CR08631062700610289665,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08631062700610289665
Google Transparence Center,Boozt Fashion AB,CR13414485546168745985,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13414485546168745985
Google Transparence Center,Boozt Fashion AB,CR04104466220609175553,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR04104466220609175553
Google Transparence Center,Boozt Fashion AB,CR13960508157303193601,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13960508157303193601
Google Transparence Center,Boozt Fashion AB,CR07907003146616963073,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR07907003146616963073
Google Transparence Center,Boozt Fashion AB,CR14083263467993694209,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR14083263467993694209
Google Transparence Center,Boozt Fashion AB,CR13362780788534280193,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13362780788534280193
Google Transparence Center,Boozt Fashion AB,CR11865721370023297025,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11865721370023297025
Google Transparence Center,Boozt Fashion AB,CR13362206156269813761,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13362206156269813761
Google Transparence Center,Boozt Fashion AB,CR04979714430217486337,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR04979714430217486337
Google Transparence Center,Boozt Fashion AB,CR11678295989432614913,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11678295989432614913
Google Transparence Center,Boozt Fashion AB,CR13359788467639287809,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR13359788467639287809
Google Transparence Center,Boozt Fashion AB,CR12146143959487348737,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR12146143959487348737
Google Transparence Center,Boozt Fashion AB,CR08320524917158182913,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR08320524917158182913
Google Transparence Center,Boozt Fashion AB,CR12960374444894715905,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR12960374444894715905
Google Transparence Center,Boozt Fashion AB,CR01648112215720460289,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR01648112215720460289
Google Transparence Center,Boozt Fashion AB,CR05080486801206935553,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR05080486801206935553
Google Transparence Center,Boozt Fashion AB,CR03688230511773220865,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR03688230511773220865
Google Transparence Center,Boozt Fashion AB,CR11838109901450641409,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR11838109901450641409
Google Transparence Center,Boozt Fashion AB,CR01990000820891942913,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR01990000820891942913
Google Transparence Center,Boozt Fashion AB,CR17287756374473703425,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR17287756374473703425
Google Transparence Center,Boozt Fashion AB,CR02574989488459612161,ballzy,https://adstransparency.google.com/advertiser/AR11583320089125978113/creative/CR02574989488459612161
